Sales Representative,Location,Region,Customer,Order Date,Item,Quantity,Price,Total Sale Amount
Patrick Graham,California,West,Harold Duncan,2016/05/26,Things,5,17.83,89.15
Patrick Graham,Oregon,West,Kevin Garza,2016/05/26,Things,2,17.83,35.66
Sara Snyder,Massachusetts,East,Walter Kennedy,2016/05/26,Junk,8,12.42,99.36
Sara Snyder,New York,East,Shirley Morrison,2016/05/26,Things,8,17.83,142.64
Patrick Graham,California,West,Rachel Stanley,2016/05/26,Widgets,10,53.35,533.5
Patrick Graham,Oregon,West,Teresa Fisher,2016/05/26,Things,4,17.83,71.32
Sara Snyder,Connecticut,East,Lois Baker,2016/05/26,Things,10,17.83,178.3
Sara Snyder,Massachusetts,East,Martha Brown,2016/05/26,Junk,5,12.42,62.1
Patrick Graham,Oregon,West,Clarence Bishop,2016/05/26,Widgets,4,53.35,213.4
Patrick Graham,Oregon,West,Michael Cruz,2016/05/26,Junk,4,12.42,49.68
Frances Warren,New Jersey,East,Ronald Lopez,2016/05/26,Junk,9,12.42,111.78
Randy Watson,New Jersey,East,Victor Watson,2016/05/26,Stuff,10,16.32,163.2
Sara Snyder,New York,East,Randy Burton,2016/05/27,Stuff,2,16.32,32.64
Frances Warren,New Jersey,East,Randy Willis,2016/05/27,Things,10,17.83,178.3
Sara Snyder,New York,East,Eric Stanley,2016/05/27,Junk,4,12.42,49.68
Frances Warren,New York,East,Peter Gilbert,2016/05/27,Junk,1,12.42,12.42
Frances Warren,New York,East,Janice Jackson,2016/05/27,Junk,2,12.42,24.84
Randy Watson,New Jersey,East,Johnny Fowler,2016/05/27,Things,7,17.83,124.81
Diane Gonzalez,Nevada,West,Laura Lewis,2016/05/27,Widgets,3,53.35,160.05
Randy Watson,Massachusetts,East,Lori Shaw,2016/05/27,Junk,9,12.42,111.78
Frances Warren,New York,East,Janet Freeman,2016/05/27,Widgets,1,53.35,53.35
Diane Gonzalez,Nevada,West,Paula Watson,2016/05/28,Junk,3,12.42,37.26
Randy Watson,New York,East,Lillian Wood,2016/05/28,Widgets,9,53.35,480.15
Patrick Graham,California,West,Timothy Gonzales,2016/05/28,Things,1,17.83,17.83
Patrick Graham,Washington,West,Terry Nguyen,2016/05/28,Junk,8,12.42,99.36
Patrick Graham,Oregon,West,Rachel Harris,2016/05/28,Stuff,5,16.32,81.6
Sara Snyder,Massachusetts,East,Andrea King,2016/05/28,Stuff,2,16.32,32.64
Sara Snyder,Massachusetts,East,Ann Duncan,2016/05/28,Junk,5,12.42,62.1
Sara Snyder,New Jersey,East,Debra Barnes,2016/05/29,Junk,2,12.42,24.84
Sara Snyder,New York,East,Betty Stewart,2016/05/29,Things,2,17.83,35.66
Frances Warren,Connecticut,East,Scott Weaver,2016/05/29,Things,10,17.83,178.3
Frances Warren,New York,East,Eugene Wilson,2016/05/29,Widgets,8,53.35,426.8
Diane Gonzalez,California,West,Diana Hamilton,2016/05/29,Junk,10,12.42,124.2
Sara Snyder,Massachusetts,East,Lori Shaw,2016/05/29,Junk,3,12.42,37.26
Sara Snyder,New York,East,Ashley Spencer,2016/05/29,Stuff,5,16.32,81.6
Patrick Graham,Washington,West,Joan Austin,2016/05/29,Widgets,10,53.35,533.5
Randy Watson,Massachusetts,East,Bobby Mitchell,2016/05/29,Stuff,2,16.32,32.64
Frances Warren,New York,East,Jerry Pierce,2016/05/29,Junk,5,12.42,62.1
Patrick Graham,Washington,West,Christine Wallace,2016/05/29,Junk,6,12.42,74.52
Patrick Graham,California,West,Frances Parker,2016/05/29,Junk,6,12.42,74.52
Patrick Graham,California,West,Norma West,2016/05/29,Junk,2,12.42,24.84
Diane Gonzalez,California,West,Angela Fowler,2016/05/29,Things,8,17.83,142.64
Patrick Graham,California,West,Joan Robinson,2016/05/29,Stuff,9,16.32,146.88
Sara Snyder,Massachusetts,East,Gary Young,2016/05/29,Widgets,1,53.35,53.35
Patrick Graham,California,West,Ann Hall,2016/05/29,Stuff,2,16.32,32.64
Patrick Graham,Oregon,West,Rachel Harris,2016/05/29,Things,8,17.83,142.64
Patrick Graham,California,West,Anthony White,2016/05/30,Widgets,3,53.35,160.05
Patrick Graham,Washington,West,Aaron Boyd,2016/05/30,Stuff,1,16.32,16.32
Randy Watson,New York,East,Janice Jackson,2016/05/30,Things,8,17.83,142.64
Sara Snyder,New Jersey,East,Debra Barnes,2016/05/30,Things,2,17.83,35.66
Randy Watson,New York,East,Louis Mason,2016/05/30,Widgets,1,53.35,53.35
